team,season_year,name,team,team_id,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
DAL,2018,DAL,DAL,25,Team Level,all,82,0.51,0.48,0.49,297756,2407.7,231.15,163.76,555.44,79.69,1328.04,1015.99,220.42,230.78,220.12,2519,856,1175,4550,209,193,30,516,78,1093,1286,2310,3166,278,593,2529,1820,574,1028,2464,686,225,71.07,83.18,76.89,77,70,62,4539.02,3375,3368.96,558,36.06,41.17,41.23,225.99,225.64,219.63,2522.87,221.88,169.19,580.59,84.1,1424.67,1087.98,213.97,222.79,214.84,2587,987,1288,4862,200,161,27,576,84,1249,1304,2387,3374,252,556,2346,1678,525,907,2733,644,197,74.22,78.74,68.91,74,66,60,4870.22,3574,3578.02,546,37.06,32.79,32.83,225.72,226.35,220.66
DAL,2018,DAL,DAL,25,Team Level,5on5,82,0.51,0.48,0.48,243201,1909.17,157.14,125.37,457.13,62.93,1048.68,816.75,152.92,156.76,152.62,1981,687,967,3635,138,149,20,430,60,847,1044,1843,2530,243,518,2016,1712,483,875,2003,543,122,57.4,66.08,33.65,58,58,22,3624.02,2668,2661.97,500,25.88,28.73,28.74,154.27,153.92,151.72,2006.88,152.84,127.77,484.39,66.49,1118.93,879.83,148.13,153.76,149.01,2056,778,1051,3885,135,126,21,470,61,989,1053,1921,2699,218,476,1833,1563,455,751,2231,483,120,60.44,59.21,33.19,62,48,25,3893.22,2834,2838.02,464,26.27,24.68,24.72,154.13,154.76,151.91
DAL,2018,DAL,DAL,25,Team Level,4on5,82,0.11,0.12,0.14,22233,47.88,4.1,2.19,6.06,1.4,12.77,47.48,4.04,4.1,4.04,65,9,9,83,3,2,0,8,1,13,47,62,71,6,12,182,52,42,42,56,14,4,1.3,1.78,1.02,3,0,0,83,74,74,37,0.49,0.5,0.5,4.09,4.09,4.06,319.21,33.37,28.76,65.79,11.02,205.12,107.95,31.87,33.37,31.87,323,129,165,617,35,24,4,77,11,167,138,288,417,16,37,215,22,13,63,325,97,30,8.61,11.2,13.56,5,13,17,617,452,452,8,7.27,5.64,5.64,34.99,34.99,33.61
DAL,2018,DAL,DAL,25,Team Level,5on4,82,0.88,0.85,0.84,20146,296.33,37.9,25.5,63.99,10.11,183.14,96.35,34.35,37.9,34.35,315,102,142,559,41,24,7,60,8,155,129,274,376,20,39,191,27,20,81,284,84,49,7.49,9.93,20.49,9,7,25,559,417,417,13,6.5,6.24,6.3,38.12,38.12,36.14,52.53,5.04,2.4,6.41,1.6,13.94,49.61,4.93,5.04,4.93,62,17,16,95,1,3,0,7,2,15,51,61,78,8,19,173,57,45,56,58,14,7,1.1,1.94,2.01,1,0,0,95,79,79,52,0.56,0.85,0.85,4.75,4.75,4.73
OTT,2018,OTT,OTT,9,Team Level,other,82,0.47,0.46,0.46,10029,104.65,24.17,8.11,17.53,3.4,58.41,33.38,23.23,24.17,23.23,112,33,50,195,27,12,2,13,7,48,38,85,118,7,12,92,24,19,28,75,31,39,2.79,3.79,17.59,4,8,15,195,145,145,19,2.34,4.04,4.04,22.46,22.46,21.79,118.7,27.51,8.01,19.91,3.77,66.38,41.42,27.14,27.51,27.14,125,42,65,232,34,2,1,16,5,63,47,91,133,8,16,104,26,18,17,103,31,33,3.81,3.88,19.82,5,5,24,232,167,167,8,2.28,0.61,0.64,29.15,29.15,28.85
OTT,2018,OTT,OTT,9,Team Level,all,82,0.47,0.45,0.45,296679,2370.06,229.81,160.94,541.73,77.04,1289.73,1007.81,221.19,228.84,220.22,2428,880,1065,4373,242,211,37,488,68,1079,1220,2186,3066,272,607,2387,1783,608,978,2382,688,238,64.31,84.28,81.22,67,106,69,4322.75,3308,3278.78,648,35.25,45.45,45.49,219.5,218.34,213.12,2836.7,258.24,192.87,653.29,94.1,1599.15,1205.35,249.85,260.4,251.94,2931,1072,1381,5384,301,194,37,637,98,1301,1472,2630,3702,272,616,2428,1985,605,861,3033,724,246,85.05,87.04,86.14,99,104,98,5449.87,4003,4044.94,487,41.82,39.03,39.14,260.91,262.72,257.03
OTT,2018,OTT,OTT,9,Team Level,5on5,82,0.46,0.45,0.45,244496,1941.73,158.83,126.54,465.23,63.47,1058.16,834.77,154.23,157.86,153.27,1954,753,892,3599,170,170,26,423,54,881,1009,1784,2537,243,540,1947,1679,533,832,2020,551,136,54.27,67.61,36.94,55,83,32,3548.74,2707,2677.78,582,26.2,31.55,31.59,153.44,152.28,149.96,2310.61,187.88,153.05,554.47,77.2,1297.51,981.9,181.95,190.05,184.05,2365,887,1169,4421,221,165,28,533,75,1034,1224,2144,3031,241,549,1929,1869,506,723,2492,594,166,70.68,71.48,45.72,85,88,48,4486.87,3252,3293.94,432,31.53,32.33,32.73,186.68,188.49,185.25
OTT,2018,OTT,OTT,9,Team Level,4on5,82,0.15,0.14,0.16,20502,60.13,6.43,2.86,6.5,1.69,15.17,58.36,6.25,6.43,6.25,82,9,10,101,4,3,0,6,1,13,64,78,87,4,10,164,56,39,33,62,20,9,1.03,2.87,2.53,1,3,0,101,91,91,31,0.67,0.71,0.71,6.39,6.39,6.36,328.54,35.74,28.16,68.73,10.72,213.21,110.44,33.85,35.74,33.85,348,119,131,598,38,24,7,78,15,191,121,310,429,13,26,218,22,14,85,348,80,39,8.18,9.17,18.39,7,8,23,598,467,467,15,7.14,5.75,5.42,37.47,37.47,35.44
OTT,2018,OTT,OTT,9,Team Level,5on4,82,0.85,0.78,0.76,21652,263.54,40.38,23.44,52.46,8.49,157.99,81.3,37.48,40.38,37.48,280,85,113,478,41,26,9,46,6,137,109,239,324,18,45,184,24,17,85,225,86,54,6.22,10,24.16,7,12,22,478,365,365,16,6.04,9.16,9.16,37.21,37.21,35,78.85,7.1,3.64,10.19,2.4,22.06,71.61,6.9,7.1,6.9,93,24,16,133,8,3,1,10,3,13,80,85,109,10,25,177,68,67,36,90,19,8,2.38,2.52,2.21,2,3,3,133,117,117,32,0.86,0.34,0.34,7.62,7.62,7.5
CBJ,2019,CBJ,CBJ,29,Team Level,other,70,0.5,0.43,0.44,9960,100.74,18.54,6.92,17.45,3.25,52.37,38.6,18.14,18.54,18.14,114,25,39,178,24,4,2,22,1,42,46,90,115,6,12,84,28,23,22,74,43,22,2.87,4.9,10.77,4,8,12,178,139,139,14,1.94,1.01,1.01,19.33,19.33,19.01,127.51,18.23,8.83,24.5,4.29,74.83,48.38,17.52,18.23,17.52,129,51,60,240,30,12,6,19,6,62,51,99,150,4,6,112,20,17,25,115,44,21,4.24,5.43,8.56,9,9,12,240,180,180,3,2.48,2.61,2.61,18.04,18.04,17.65
CBJ,2019,CBJ,CBJ,29,Team Level,all,70,0.52,0.49,0.51,255708,2139.52,180.03,143.54,498.64,69.36,1190.67,883.9,173.38,180.13,173.48,2272,696,838,3806,180,159,29,507,74,912,1136,2092,2788,188,402,1884,1436,438,593,2310,505,153,66.51,61.03,52.5,70,61,49,3796.93,2968,2961.49,276,31.07,34.02,34.09,176.9,176.93,173.44,2025.35,169.24,135.1,469.32,67.27,1166.4,858.79,164.13,170.11,164.98,2093,775,1057,3925,183,130,23,492,71,879,1113,1910,2685,200,421,1998,1515,422,624,2232,501,135,63.29,60.34,45.61,67,68,48,3941.01,2868,2879,285,29.24,29.65,29.65,168.71,169.65,166.69
CBJ,2019,CBJ,CBJ,29,Team Level,5on5,70,0.52,0.49,0.51,211173,1747.96,133.26,112.43,422.12,56.59,968.6,730.99,128.69,133.35,128.78,1839,585,703,3127,127,130,20,427,67,736,937,1712,2297,171,368,1509,1346,375,502,1920,401,103,55.69,48.61,28.96,56,48,23,3117.93,2424,2417.49,240,23.04,26.41,26.47,129.84,129.87,127.79,1646.1,125.5,106.08,395.21,54.72,943.84,707.71,121.93,126.37,122.77,1696,638,900,3234,122,102,14,432,52,705,921,1574,2212,184,391,1588,1435,353,516,1853,394,87,52.17,47.46,25.87,50,51,21,3250.01,2334,2345,252,21.68,22.79,23.73,123.4,124.34,122.49
CBJ,2019,CBJ,CBJ,29,Team Level,4on5,70,0.18,0.16,0.18,16273,46.79,4.31,2.55,6.8,1.48,15.28,33.59,4.17,4.31,4.17,52,12,8,72,1,2,0,5,2,8,46,51,63,3,6,134,38,28,25,49,9,6,1.32,1.22,1.77,1,0,0,72,64,64,19,0.6,0.42,0.42,4.48,4.48,4.46,205.72,19.92,17.72,43.51,6.86,133.53,71.44,19.24,19.92,19.24,217,76,89,382,26,13,1,39,13,105,97,191,267,7,14,148,12,16,56,226,47,20,5.74,5.29,8.9,8,5,13,382,293,293,4,4.51,2.97,2.04,22.39,22.39,21.69
CBJ,2019,CBJ,CBJ,29,Team Level,5on4,70,0.81,0.86,0.85,18302,244.04,23.93,21.63,52.27,8.05,154.41,80.72,22.39,23.93,22.39,267,74,88,429,28,23,7,53,4,126,107,239,313,8,16,157,24,12,44,267,52,22,6.63,6.3,11,9,5,14,429,341,341,3,5.49,6.18,6.18,23.25,23.25,22.17,46.01,5.59,2.47,6.09,1.4,14.2,31.25,5.44,5.59,5.44,51,10,8,69,5,3,2,2,0,7,44,46,56,5,10,150,48,36,27,38,16,7,1.15,2.17,2.27,0,3,2,69,61,61,26,0.56,1.27,1.27,4.88,4.88,4.86
WSH,2019,WSH,WSH,52,Team Level,other,69,0.62,0.57,0.59,10425,176.28,38.96,11.75,30.89,5.77,95.68,63.15,33.59,38.96,33.59,169,80,59,308,39,12,5,29,7,88,74,130,210,6,12,119,49,31,33,142,55,52,5.72,6.66,26.58,9,6,24,308,249,249,18,3.43,4.78,4.57,37.62,37.62,33.16,121.86,23.65,8.85,21.95,3.96,66.83,43.88,23.32,23.65,23.32,118,53,58,229,21,7,0,20,3,62,58,97,150,14,28,141,33,27,34,100,42,29,3.61,5.51,14.54,3,5,13,229,171,171,16,2.57,1.28,1.28,24.81,24.81,24.5
WSH,2019,WSH,WSH,52,Team Level,all,69,0.53,0.52,0.52,251881,2217.5,217.32,149.97,501.45,73.43,1221.77,918.52,204.99,218.58,206.21,2208,881,960,4049,236,167,32,458,97,1037,1094,1972,2853,285,631,1991,1716,522,753,2281,593,215,65.4,70.93,80.99,78,76,82,4068.12,3089,3105.37,440,33.45,32.64,33.06,217.26,218.35,209.6,2041.03,193.57,141.92,466.28,67.07,1133.73,834.62,186.02,193.89,186.35,2080,760,950,3790,212,163,23,494,64,880,1027,1868,2628,265,586,2129,1348,586,653,2090,545,205,58,66.77,68.81,60,84,68,3791.26,2840,2842.96,388,31.4,34.46,34.78,190,190.26,186.74
WSH,2019,WSH,WSH,52,Team Level,5on5,69,0.5,0.52,0.51,197861,1680.98,136.04,109.03,400.1,55.95,926,713.01,132.2,137.3,133.42,1672,670,780,3122,157,123,23,372,80,773,837,1515,2185,253,567,1493,1563,414,637,1771,460,111,50.76,55.49,29.79,62,64,31,3141.12,2342,2358.37,381,22.53,21.69,22.55,135.9,136.98,134.72,1593.02,134.28,105.76,379.6,52.18,880.84,659.41,129.57,134.61,129.9,1621,592,711,2924,143,121,13,418,50,673,808,1478,2070,226,506,1594,1235,486,518,1652,429,132,45.97,52.09,36.22,49,66,28,2925.26,2213,2215.96,333,21.87,25.01,25.57,130.51,130.78,128.75
WSH,2019,WSH,WSH,52,Team Level,4on5,69,0.14,0.15,0.19,22921,62.9,4.85,3.13,8.78,1.94,20.86,47.44,4.79,4.85,4.79,75,12,12,99,5,0,0,4,1,18,59,70,82,16,32,190,61,50,36,68,14,5,2.04,1.61,1.2,2,1,2,99,87,87,33,0.72,0,0,5.57,5.57,5.5,261.33,29.26,24.07,55.57,8.81,165.08,86.2,26.93,29.26,26.93,266,103,174,543,39,31,9,48,10,132,109,227,330,14,30,206,30,30,67,275,63,31,6.82,7.76,14.68,7,12,20,543,369,369,9,6.2,7.24,7,28.46,28.46,27.31
WSH,2019,WSH,WSH,52,Team Level,5on4,69,0.85,0.85,0.83,20674,297.34,37.47,26.07,61.68,9.77,179.23,94.91,34.4,37.47,34.4,292,119,109,520,35,32,4,53,9,158,124,257,376,10,20,189,43,27,47,300,64,47,6.89,7.18,23.41,5,5,25,520,411,411,8,6.77,6.17,5.93,38.18,38.18,36.22,64.82,6.38,3.24,9.17,2.1,21,45.12,6.2,6.38,6.2,75,12,7,94,9,4,1,8,1,13,52,66,78,11,22,188,50,43,34,63,11,13,1.59,1.41,3.37,1,1,7,94,87,87,30,0.77,0.92,0.92,6.22,6.22,6.17
WPG,2019,WPG,WPG,15,Team Level,other,71,0.61,0.57,0.55,9130,134.26,34.12,9.6,23.25,4.76,70.15,44.3,31.11,34.12,31.11,140,49,56,245,29,16,2,28,7,64,45,111,160,10,20,116,31,29,24,95,51,43,3.92,6.4,23.8,4,5,20,245,189,189,15,2.79,5.14,5.33,31.38,31.38,29.55,110.51,21.46,8.33,20.23,3.63,62.53,38.89,20.69,21.46,20.69,107,49,31,187,21,11,3,19,3,48,54,86,135,4,8,109,26,23,23,89,37,30,3.57,4.5,13.38,5,3,13,187,156,156,15,2.43,2.66,2.66,21.16,21.16,20.69
WPG,2019,WPG,WPG,15,Team Level,all,71,0.48,0.5,0.49,258053,2141.64,206.37,145.33,501.12,70.83,1222.54,878.38,195.76,205.78,195.21,2220,827,959,4006,213,155,26,530,66,996,1087,2007,2834,204,457,1985,1550,485,744,2319,537,191,68.05,66.35,71.97,77,66,70,3979.7,3047,3029.35,578,31.99,32.57,33.03,203.82,203.08,195.69,2278.8,225.78,160.5,520.7,74.87,1280.58,927.77,216.9,227.56,218.61,2311,896,874,4081,201,200,44,441,91,1027,1247,2110,3006,233,516,1985,1402,475,772,2348,635,224,69.76,79.37,76.66,47,76,78,4106.06,3207,3227.7,560,35.1,44.35,44.82,214.88,216.45,211.27
WPG,2019,WPG,WPG,15,Team Level,5on5,71,0.44,0.49,0.48,213982,1654.23,126.3,105.62,408.03,54.9,948.32,706.93,123.62,125.72,123.07,1711,655,788,3154,137,105,19,433,48,746,897,1574,2229,174,394,1563,1440,390,647,1885,392,89,53.76,48.1,24.44,61,52,24,3127.7,2366,2348.35,524,21.62,20.75,21.01,125.81,125.06,123.7,1855.39,163.48,126.76,439.81,60.96,1037.06,764.98,158.03,165.26,159.74,1874,734,736,3344,142,158,28,369,73,830,1036,1732,2466,215,477,1539,1327,394,649,1938,523,147,57.86,65.49,40.13,38,62,42,3369.06,2608,2628.7,479,26.22,30.96,31.42,157.23,158.8,156.4
WPG,2019,WPG,WPG,15,Team Level,4on5,71,0.16,0.13,0.14,15745,43.69,6.75,2.76,6.41,1.44,13.56,27.15,6.11,6.75,6.11,49,10,8,67,6,5,1,5,2,15,26,43,53,7,14,133,57,45,38,33,12,14,0.85,1.56,4.34,1,1,4,67,59,59,35,0.63,1.64,1.64,5.68,5.68,5.59,256.92,35.34,22.46,53.09,8.52,162.36,83.22,32.83,35.34,32.83,263,102,100,465,36,29,13,47,13,141,99,227,329,8,16,165,12,8,34,268,54,43,6.82,6.64,21.88,4,9,23,465,365,365,4,5.77,10.07,10.07,31.05,31.05,28.84
WPG,2019,WPG,WPG,15,Team Level,5on4,71,0.88,0.86,0.85,19196,309.46,39.2,27.35,63.44,9.72,190.5,99.99,34.92,39.2,34.92,320,113,107,540,41,29,4,64,9,171,119,279,392,13,29,173,22,21,35,306,82,45,9.51,10.29,19.39,11,8,22,540,433,433,4,6.94,5.05,5.05,40.96,40.96,36.84,55.99,5.49,2.95,7.57,1.75,18.63,40.67,5.36,5.49,5.36,67,11,7,85,2,2,0,6,2,8,58,65,76,6,15,172,37,50,66,53,21,4,1.5,2.73,1.26,0,2,0,85,78,78,62,0.68,0.67,0.67,5.44,5.44,5.34
N.J,2019,N.J,N.J,1,Team Level,other,69,0.46,0.45,0.46,11051,108.59,18.72,7.44,19.74,3.53,55.55,42.02,17.85,18.72,17.85,107,40,39,186,16,7,1,15,4,36,69,91,131,10,20,92,30,39,26,86,36,25,2.92,4.39,11.4,2,2,12,186,147,147,10,2.11,2.05,1.89,18.94,18.94,18.78,127.68,21.73,8.13,23.99,4.24,63.74,51.3,21,21.73,21,131,44,56,231,23,6,5,19,8,55,64,108,152,9,18,128,28,29,19,107,41,27,4.04,5.23,12.46,7,5,11,231,175,175,9,2.31,2.64,3.99,19.93,19.93,19.71
N.J,2019,N.J,N.J,1,Team Level,all,69,0.48,0.47,0.48,252282,2092.51,196.4,140.7,464.72,67.02,1153.84,867.32,189.44,197.12,190.12,2115,775,827,3717,185,132,25,484,77,845,1167,1930,2705,252,556,1867,1381,485,670,2109,612,169,60.45,75.76,60.2,55,70,60,3714.62,2890,2895.52,395,31.06,30.76,30.76,196.71,197.26,193.69,2234.58,209.86,147.88,504.4,74.13,1235.49,923.64,201.69,211.22,203.05,2257,844,1033,4134,224,153,36,541,84,957,1142,2033,2877,258,569,2120,1339,541,554,2277,631,193,67.94,75.57,66.34,86,72,66,4162.69,3101,3115.9,301,32.23,36.58,38.18,203.52,204.97,200.45
N.J,2019,N.J,N.J,1,Team Level,5on5,69,0.47,0.46,0.47,199440,1576.05,130.18,100.69,367.1,50.4,870.33,661.29,126.32,130.91,126.99,1585,595,662,2842,124,86,16,396,61,627,886,1461,2056,211,465,1430,1248,382,556,1637,451,92,47.79,55.31,27.09,45,55,24,2839.62,2180,2185.52,344,20.72,19.45,20.34,130.57,131.13,129.27,1783.84,148.09,114.48,418.99,59.54,988.45,744.63,143.5,149.45,144.85,1792,685,855,3332,157,125,22,452,70,755,918,1635,2320,224,492,1606,1203,445,436,1865,489,123,55.78,58.79,33.52,71,53,33,3360.69,2477,2491.9,241,23.57,24.65,24.9,146.56,148,145.58
N.J,2019,N.J,N.J,1,Team Level,4on5,69,0.24,0.21,0.23,20176,83.67,10.29,4.14,11.42,2.46,24.87,57.82,10.11,10.29,10.11,88,23,14,125,9,8,2,7,0,23,64,79,102,14,32,154,71,51,36,70,25,16,2.05,3.35,4.88,3,2,4,125,111,111,33,0.96,2.22,2.22,9.03,9.03,8.99,263.85,33.09,22.08,53.21,8.45,164.96,87.28,30.46,33.09,30.46,270,100,109,479,36,18,9,63,5,133,115,234,334,16,38,198,33,10,59,257,81,32,6.66,9.16,17.28,6,11,19,479,370,370,14,5.62,8.52,8.52,30.12,30.12,28.31
N.J,2019,N.J,N.J,1,Team Level,5on4,69,0.84,0.86,0.85,21615,324.21,37.22,28.43,66.47,10.63,203.08,106.18,35.16,37.22,35.16,335,117,112,564,36,31,6,66,12,159,148,299,416,17,39,191,32,13,52,316,100,36,7.68,12.71,16.83,5,11,20,564,452,452,8,7.28,7.05,6.31,38.17,38.17,36.66,59.21,6.95,3.18,8.21,1.89,18.34,40.43,6.73,6.95,6.73,64,15,13,92,8,4,0,7,1,14,45,56,71,9,21,188,75,57,40,48,20,11,1.46,2.4,3.08,2,3,3,92,79,79,37,0.73,0.77,0.77,6.91,6.91,6.85
L.A,2019,L.A,L.A,26,Team Level,other,70,0.45,0.57,0.54,7280,118.18,22.07,8.54,21.51,4.05,70.32,41.64,20.43,22.07,20.43,119,51,56,226,22,9,4,21,9,63,46,97,148,2,4,108,20,17,28,104,32,34,3.95,3.8,14.32,6,2,14,226,170,170,20,2.53,2.11,2.44,22.04,22.04,20.62,104.67,26.5,7.16,17.92,3.42,53.17,34.9,25.26,26.5,25.26,106,38,29,173,26,12,4,16,3,35,52,80,118,7,12,88,19,12,18,78,30,36,3.11,3.93,19.47,5,5,16,173,144,144,13,2.03,4.87,4.87,23.61,23.61,22.99
L.A,2019,L.A,L.A,26,Team Level,all,70,0.5,0.53,0.53,254410,2326.17,197.94,154.72,558.45,77.59,1308.36,953.08,189.3,197.78,189.19,2322,930,1011,4263,177,221,42,544,83,1022,1205,2145,3075,209,457,2029,1460,365,690,2522,522,208,64.75,63.33,69.86,57,53,67,4233.02,3252,3236.65,511,33.98,46.11,46.7,185.08,184.71,179.69,2100.89,195.52,140.68,482.78,68.32,1177.94,862.03,188.94,196.44,189.81,2078,853,859,3790,209,177,32,479,69,925,1072,1869,2722,213,457,1965,1499,415,642,2222,525,184,63.47,63.99,68.07,69,76,64,3815.53,2931,2943.94,430,30.66,39.33,39.3,186.61,187.15,183.25
L.A,2019,L.A,L.A,26,Team Level,5on5,70,0.52,0.53,0.53,210282,1876.64,143.09,117.73,466.49,62.55,1039.55,782.59,137.92,142.94,137.81,1845,767,834,3446,119,175,33,462,63,801,992,1726,2493,193,425,1587,1359,307,558,2052,427,133,52.47,51.83,38.79,42,42,35,3416.02,2612,2596.65,420,24.2,35.81,36.42,130.87,130.5,128.1,1678.14,134.25,107.94,401.03,54.85,938.94,703.2,130.73,135.16,131.6,1653,690,706,3049,142,138,23,407,59,733,864,1511,2201,187,409,1583,1425,349,535,1812,423,108,51.73,51,31.52,57,58,27,3074.53,2343,2355.94,363,22.18,28.55,28.52,127.7,128.25,126.27
L.A,2019,L.A,L.A,26,Team Level,4on5,70,0.14,0.14,0.15,18392,49.17,4.89,2.71,6.84,1.52,16.52,34.52,4.83,4.89,4.83,62,5,14,81,5,1,1,4,0,14,43,57,62,4,8,155,55,31,69,47,13,7,1.06,1.68,2.16,1,1,3,81,67,67,66,0.63,0.37,0.37,5.14,5.14,5.1,263.43,29.64,22.87,56.07,8.47,168.34,84.61,28.09,29.64,28.09,256,114,118,488,41,25,5,50,7,141,106,215,329,10,20,162,14,15,38,277,59,34,7.06,7.39,15.18,7,13,21,488,370,370,3,5.82,5.16,5.16,30.3,30.3,29.18
L.A,2019,L.A,L.A,26,Team Level,5on4,70,0.84,0.86,0.84,18456,282.19,27.88,25.75,63.6,9.47,181.97,94.33,26.11,27.88,26.11,296,107,107,510,31,36,4,57,11,144,124,265,372,10,20,179,26,10,35,319,50,34,7.27,6.02,14.59,8,8,15,510,403,403,5,6.62,7.82,7.46,27.03,27.03,25.87,54.64,5.13,2.71,7.77,1.59,17.5,39.32,4.85,5.13,4.85,63,11,6,80,0,2,0,6,0,16,50,63,74,9,16,132,41,39,51,55,13,6,1.56,1.67,1.9,0,0,0,80,74,74,51,0.63,0.75,0.75,4.99,4.99,4.82
OTT,2019,OTT,OTT,9,Team Level,other,71,0.54,0.52,0.52,8979,135.72,30.09,9.71,24.06,4.54,69.97,43.69,28.83,30.09,28.83,134,49,57,240,22,14,2,23,1,64,59,112,161,10,18,104,26,21,29,96,46,41,3.57,6.03,20.49,1,5,16,240,183,183,16,2.83,3.44,3.44,29.42,29.42,28.43,121.43,25.76,8.83,20.76,4.02,61.87,45.9,24.99,25.76,24.99,130,39,51,220,27,8,2,18,7,49,60,103,142,11,24,119,36,27,26,80,52,37,3.09,6.36,16.31,7,4,16,220,169,169,13,2.51,2.1,1.77,26.37,26.37,25.72
OTT,2019,OTT,OTT,9,Team Level,all,71,0.49,0.48,0.48,259374,2227.28,214.26,156.44,514.13,74.54,1221.88,898.94,206.06,213.16,204.99,2174,909,988,4071,190,223,35,505,70,933,1162,1984,2893,254,578,2129,1978,448,749,2276,581,226,66.74,71.91,75.62,54,70,66,4013.2,3083,3053.15,508,34.5,41.93,42.05,206.51,205.47,201.05,2336.46,219.99,162.46,530.62,77,1321.46,971.66,211.07,222.48,213.5,2384,902,1070,4356,238,187,34,506,79,1082,1194,2146,3048,244,554,2112,1558,479,718,2453,623,210,72.05,75.52,72.43,71,93,74,4428.5,3286,3330.88,414,35.81,38.63,38.69,216.91,219.35,213.71
OTT,2019,OTT,OTT,9,Team Level,5on5,71,0.49,0.48,0.49,209630,1752.91,144.41,116.87,424.48,58.69,962.31,719.3,139.76,143.3,138.68,1708,719,783,3210,129,179,31,424,59,715,921,1579,2298,222,510,1649,1859,374,612,1860,430,137,54.33,52.35,37.73,43,54,32,3152.2,2427,2397.15,444,24.12,33.77,33.89,134.57,133.53,131.68,1823.19,148.43,120.1,432.46,60.31,1031.2,775.49,143.33,150.92,145.77,1857,711,873,3441,156,145,25,415,61,846,945,1701,2412,213,487,1606,1409,404,584,1968,483,117,58.49,58.16,31.78,57,72,27,3513.5,2568,2612.88,348,24.73,29,29.24,143.92,146.36,143.85
OTT,2019,OTT,OTT,9,Team Level,4on5,71,0.18,0.15,0.17,20731,71.46,8.8,3.93,9.28,2.09,22.01,48.9,8.76,8.8,8.76,76,19,12,107,12,1,0,7,2,12,61,64,83,7,17,198,54,39,43,58,25,12,1.88,3.35,3.57,3,5,4,107,95,95,40,0.89,0.12,0.12,9.57,9.57,9.55,332.6,40.24,30.15,68.78,10.74,208.95,107.21,37.26,40.24,37.26,327,140,133,600,49,31,7,66,11,170,140,278,418,13,29,213,26,15,62,346,71,50,8.77,8.77,22.7,6,15,28,600,467,467,9,7.8,7.08,7.23,40.74,40.74,38.29
OTT,2019,OTT,OTT,9,Team Level,5on4,71,0.85,0.84,0.82,20034,267.2,30.97,25.94,56.3,9.21,167.59,87.06,28.7,30.97,28.7,256,122,136,514,27,29,2,51,8,142,121,229,351,15,33,178,39,14,65,262,80,36,6.95,10.19,13.83,7,6,14,514,378,378,8,6.65,4.6,4.6,32.95,32.95,31.4,59.24,5.56,3.37,8.62,1.94,19.45,43.06,5.47,5.56,5.47,70,12,13,95,6,3,0,7,0,17,49,64,76,7,14,174,87,33,46,59,17,6,1.71,2.22,1.63,1,2,3,95,82,82,44,0.77,0.45,0.45,5.88,5.88,5.84
